,Window_Velocity_Max,Mean_0,Mean_6,Mean_12,Mean_18,cgmTrend,FFT_1,FFT_2,FFT_3,FFT_4,FFT_5,FFT_6,FFT_7,FFT_8,acc1,acc2,acc3,acc4,Entropy
133,53.0,115.66666666666667,154.0,199.5,187.66666666666666,50.0,6406.0,515.0162536899276,515.0162536899275,497.08907010254546,497.0890701025454,252.49559699113766,252.4955969911376,151.5225962930005,1.0,1.45,-0.85,-2.2,3.152706716683355
134,31.0,149.5,174.16666666666666,177.83333333333334,173.16666666666666,46.666666666666664,4456.0,434.01553065576763,434.0155306557676,358.75703913750283,358.75703913750283,247.3353281959582,247.3353281959582,160.50502999025693,-0.25,1.9,-1.95,0.15,2.8867744469124035
135,103.0,196.0,151.16666666666666,103.66666666666667,82.33333333333333,60.0,3263.0,547.947512591885,547.9475125918849,230.5327902421777,230.53279024217767,67.70805756926973,67.70805756926971,30.819338563452362,-5.3,-1.15,0.55,0.95,3.308777757587496
136,73.0,233.5,272.8333333333333,246.66666666666666,192.83333333333334,46.666666666666664,5409.0,285.98497835551814,285.98497835551814,226.52773607835252,226.5277360783525,114.20142707139497,114.20142707139496,36.59988479105406,-1.45,-1.6,-1.2,-1.1,3.262567945550166
137,50.0,176.66666666666666,224.5,241.33333333333334,242.5,40.0,4460.0,692.0827017425108,692.0827017425107,301.33031336732165,301.3303133673216,218.97485120401458,218.97485120401456,69.94689790915467,0.35,-0.65,-1.15,-0.15,3.1064969046460256
138,65.0,107.0,114.0,151.83333333333334,204.0,70.0,6969.0,1036.270582965296,1036.270582965296,233.8354711740479,233.8354711740479,197.0162291178804,197.0162291178804,177.18155492641216,0.4,1.05,-0.15,0.1,3.1064969046460256
139,45.0,155.0,146.83333333333334,108.66666666666667,118.0,60.0,5226.0,757.6520029918405,757.6520029918405,279.2052267876579,279.2052267876579,99.85990186255943,99.85990186255941,80.79551432529266,-2.3,-1.0,-0.1,1.85,2.967867468534036
140,76.0,143.16666666666666,179.16666666666666,164.83333333333334,171.5,30.0,4504.0,298.5582981368211,298.5582981368211,128.95579113626187,128.95579113626184,92.82442733669099,92.82442733669099,92.57098014408115,-2.6,-0.45,-1.6,1.8,3.2163581335128364
141,43.0,111.16666666666667,107.33333333333333,142.83333333333334,165.66666666666666,60.0,3093.0,320.00070562616105,320.00070562616105,100.11052186529672,100.11052186529669,59.383220920224936,59.38322092022493,51.61173906716761,0.35,0.0,1.15,0.4,2.9504258637418848
142,49.0,211.0,148.66666666666666,85.83333333333333,73.66666666666667,50.0,5052.0,1160.7896310788421,1160.789631078842,284.62613967921794,284.6261396792179,261.05646812335846,261.05646812335846,178.8043623628909,0.2,-2.7,0.7,1.7,3.1989165287206847
143,70.0,83.83333333333333,144.33333333333334,140.16666666666666,158.0,36.666666666666664,4904.0,399.8683044944396,399.8683044944396,68.19002498161689,68.19002498161689,45.06486569925104,45.06486569925104,38.558602125239766,4.3,-2.65,-1.2,2.6,3.262567945550166
144,45.0,126.0,158.33333333333334,165.0,142.16666666666666,46.666666666666664,4820.0,791.4532869067348,791.4532869067347,170.88152645358574,170.88152645358574,105.95048877666878,105.95048877666878,63.137101095882045,2.5,-0.85,-1.95,1.55,3.089055299853874
145,121.0,284.3333333333333,231.83333333333334,146.0,108.83333333333333,56.666666666666664,3467.0,242.83057952252753,242.83057952252753,153.62162857641866,153.62162857641863,116.03448957035462,116.0344895703546,109.91182628466079,-3.4,-5.15,3.6,-0.5,3.401197381662155
146,51.0,141.33333333333334,157.66666666666666,123.83333333333333,171.83333333333334,43.333333333333336,3607.0,488.74054731707207,488.740547317072,285.57716253318716,285.5771625331871,146.30763862143044,146.30763862143044,94.90674295332278,4.95,-4.95,1.2,2.6,3.2163581335128364
147,55.0,160.5,204.5,198.66666666666666,189.5,36.666666666666664,5198.0,312.52212024592023,312.5221202459202,124.02438438675611,124.02438438675611,106.38142963658576,106.38142963658572,46.679760067935206,1.55,-1.4,-1.25,-0.25,2.967867468534036
149,72.0,174.33333333333334,186.66666666666666,185.66666666666666,175.33333333333334,30.0,6813.0,789.1392602208971,789.1392602208971,175.2786125278403,175.2786125278403,68.82586723027904,68.82586723027903,68.36462809740169,-2.55,-0.25,-1.55,1.55,2.875447844459377
150,85.0,175.5,201.83333333333334,174.0,161.66666666666666,36.666666666666664,4394.0,247.74808973011085,247.74808973011085,218.724637142382,218.724637142382,163.45070305804362,163.4507030580436,37.87473500281221,-1.05,-3.45,1.1,-0.4,3.3549875696248255
151,58.0,198.5,254.5,263.3333333333333,300.1666666666667,43.333333333333336,6421.0,424.8508419410124,424.85084194101233,281.52549577050917,281.5254957705091,202.13624997368618,202.13624997368618,153.30251228682002,3.0,-1.2,-1.1,0.85,3.308777757587496
152,22.0,264.8333333333333,261.5,229.33333333333334,182.83333333333334,46.666666666666664,6255.0,1373.3667689710928,1373.3667689710928,398.9586486468697,398.95864864686956,300.61362898448107,300.61362898448107,237.52469355379606,4.65,-3.25,1.8,-1.5,3.2163581335128364
153,68.0,131.33333333333334,96.0,63.333333333333336,73.0,60.0,3915.0,951.3793131793979,951.3793131793977,284.79168204293734,284.79168204293734,210.7034951783655,210.70349517836547,168.1195434214649,-3.0,-1.65,2.3,0.3,3.014077280571366
154,56.0,173.33333333333334,216.0,194.0,183.83333333333334,56.666666666666664,6085.0,1339.0042588397332,1339.0042588397332,399.69161926837705,399.69161926837705,250.73958644057166,250.73958644057163,214.47727058322423,2.35,-1.6,-1.3,1.85,3.170148321475507
155,55.0,231.16666666666666,207.16666666666666,193.16666666666666,187.66666666666666,70.0,4953.0,733.8411005382993,733.8411005382991,455.5984021451161,455.5984021451161,147.2681609521358,147.26816095213573,121.14866899805376,-2.55,-1.8,1.95,-0.25,2.948118481440486
156,59.0,185.83333333333334,201.16666666666666,192.0,188.0,30.0,5060.0,305.90609302706457,305.90609302706457,108.56345394941275,108.56345394941275,83.80287939523745,83.80287939523745,38.353617821530214,-1.95,1.35,-2.55,1.2,3.1239385094381773
157,67.0,180.16666666666666,232.16666666666666,263.1666666666667,277.5,40.0,5163.0,1012.0751407952396,1012.0751407952396,177.39469291859479,177.39469291859479,159.6074812122936,159.6074812122936,157.04485609260342,-1.45,-1.0,-0.75,0.1,3.291336152795344
158,69.0,172.66666666666666,178.66666666666666,162.33333333333334,180.5,30.0,5494.0,285.94378803289374,285.94378803289374,252.03360630116845,252.03360630116845,134.5412882396532,134.5412882396532,98.20929970230844,-4.0,2.35,-3.45,2.55,3.042845487816544
159,43.0,152.0,187.16666666666666,159.83333333333334,134.16666666666666,46.666666666666664,6859.0,1240.086998407942,1240.086998407942,174.6587839111164,174.65878391111633,143.08792076485736,143.08792076485733,142.62888907931662,0.85,-1.3,-1.3,-0.6,3.0777286974008473
160,78.0,174.33333333333334,254.33333333333334,308.1666666666667,309.8333333333333,43.333333333333336,6765.0,420.6390486211243,420.63904862112423,154.47366075269494,154.4736607526949,89.30326879366024,89.30326879366024,66.34003316248793,2.65,-0.5,-1.65,-0.75,3.245126340758014
161,35.0,216.16666666666666,245.0,217.83333333333334,146.33333333333334,40.0,3597.0,1056.9708125117788,1056.9708125117786,235.4631019168294,235.46310191682937,171.70733960274598,171.70733960274595,121.34661099511594,4.05,-1.0,-3.35,0.7,3.2163581335128364
162,69.0,126.16666666666667,150.0,155.5,199.5,53.333333333333336,5028.0,1558.585812154664,1558.585812154664,623.0960207188651,623.0960207188651,322.79790538433974,322.79790538433974,233.84610323886096,2.1,-0.95,-1.35,3.25,3.0602870926086956
163,69.0,73.5,140.33333333333334,133.16666666666666,113.5,43.333333333333336,4724.0,1744.1565757889084,1744.1565757889082,382.29934726526744,382.29934726526744,368.42267359956514,368.42267359956503,222.63647499904414,2.9,-0.05,-3.05,1.0,3.308777757587496
164,58.0,190.66666666666666,201.0,173.33333333333334,170.83333333333334,70.0,6524.0,304.60916935094394,304.60916935094394,104.49336175712847,104.49336175712847,49.75027934611775,49.75027934611774,30.713219402481762,2.95,-5.15,1.85,-0.2,3.0602870926086956
165,85.0,132.16666666666666,206.66666666666666,166.0,106.33333333333333,60.0,5398.0,914.4886527422088,914.4886527422088,370.1234790979353,370.1234790979353,260.3910270084654,260.3910270084654,187.58992062836285,5.05,-2.65,-2.7,-1.5,3.308777757587496
166,84.0,173.5,249.66666666666666,284.3333333333333,284.8333333333333,46.666666666666664,5035.0,663.3436910853557,663.3436910853557,584.9965601067113,584.9965601067113,216.5943913674141,216.5943913674141,204.84466058324173,2.4,0.4,-3.25,1.6,2.9966356757792143
168,42.0,205.83333333333334,221.83333333333334,143.83333333333334,127.0,50.0,6302.0,1042.2749902862702,1042.2749902862702,203.70941475761023,203.70941475761023,191.36866970223065,191.36866970223065,173.52348940049913,-0.25,-2.25,-3.95,6.45,3.308777757587496
169,29.0,129.66666666666666,156.33333333333334,160.16666666666666,171.83333333333334,43.333333333333336,3581.0,696.9083727239473,696.9083727239472,254.46399179049152,254.46399179049152,161.46480693333356,161.46480693333356,72.02581343397746,1.05,-0.25,-0.6,1.4,3.0602870926086956
170,26.0,95.5,86.66666666666667,91.66666666666667,111.16666666666667,56.666666666666664,5909.0,945.8539650953709,945.8539650953709,141.6037669848625,141.60376698486246,82.53093050623806,82.53093050623805,62.96246481917718,1.9,-0.95,0.95,0.15,3.0777286974008473
171,27.0,234.33333333333334,188.0,128.66666666666666,77.5,50.0,6522.0,1264.7310021478947,1264.7310021478947,379.31128702390356,379.3112870239034,255.37072752988678,255.37072752988672,207.83262275924687,-1.1,-4.3,0.5,1.35,3.1064969046460256
172,34.0,184.33333333333334,179.0,154.0,135.5,50.0,4234.0,286.11984839458876,286.11984839458876,223.26531183493503,223.26531183493503,114.5077582447228,114.50775824472278,64.40875639219422,0.5,-1.7,0.2,0.3,3.123938509438177
173,72.0,117.16666666666667,177.66666666666666,206.33333333333334,188.0,40.0,5466.0,1226.8691730201313,1226.8691730201313,309.94599530101584,309.94599530101584,219.4503194207049,219.4503194207049,146.11296999240002,3.4,-2.85,0.8,-1.5,2.9966356757792143
174,27.0,96.33333333333333,104.66666666666667,126.33333333333333,125.83333333333333,46.666666666666664,4378.0,360.13854628176176,360.13854628176176,68.55402874138846,68.55402874138846,40.15765589468872,40.15765589468872,35.926551012986074,0.4,0.55,1.55,-2.6,3.170148321475507
175,41.0,131.5,151.33333333333334,105.16666666666667,76.5,40.0,6489.0,1363.8801475384414,1363.8801475384412,243.09555081454022,243.09555081454022,148.32321008207202,148.32321008207197,116.50321883965272,3.45,-3.15,-1.8,2.7,3.089055299853874
176,38.0,152.83333333333334,174.16666666666666,186.5,193.33333333333334,46.666666666666664,5938.0,542.4986560704522,542.4986560704521,247.16562887300753,247.16562887300753,69.5194886019652,69.5194886019652,64.27339390246233,4.0,-2.1,-0.7,1.1,3.170148321475507
177,49.0,271.0,211.16666666666666,173.83333333333334,169.66666666666666,53.333333333333336,7979.0,817.6497463441576,817.6497463441575,99.24763275525328,99.24763275525328,71.96469200175949,71.96469200175949,19.28730152198593,-3.35,-0.35,1.05,1.8,3.308777757587496
178,50.0,274.0,252.33333333333334,208.5,167.5,43.333333333333336,5061.0,666.6978763099854,666.6978763099854,128.7802361049474,128.7802361049474,80.83399339835134,80.83399339835134,48.12483766206386,-2.55,-0.65,0.0,0.55,3.2163581335128364
179,53.0,129.33333333333334,169.16666666666666,146.0,158.83333333333334,46.666666666666664,4541.0,429.9414834374667,429.9414834374667,227.95911861691587,227.95911861691587,167.09077121634738,167.09077121634738,47.822588804873384,2.95,-2.45,0.7,-0.4,3.170148321475507
180,66.0,238.5,227.0,206.0,232.0,53.333333333333336,5102.0,1132.3597262553512,1132.3597262553512,145.41232677834296,145.4123267783429,137.93364095682045,137.93364095682043,130.51943179517514,-1.0,-2.9,1.2,2.7,3.2163581335128364
181,73.0,133.0,197.0,270.6666666666667,310.0,56.666666666666664,3832.0,743.3192206589133,743.3192206589132,287.39096382975225,287.3909638297522,188.8731426289308,188.87314262893074,79.99446473806634,0.9,0.35,1.4,-2.8,3.1064969046460256
182,13.0,185.33333333333334,139.16666666666666,94.5,55.833333333333336,46.666666666666664,4387.0,517.4017604496711,517.4017604496711,90.53847041316502,90.53847041316502,80.14070573668208,80.14070573668207,56.471231613982006,-1.4,-0.8,0.2,0.05,3.262567945550166
183,65.0,134.16666666666666,201.66666666666666,266.1666666666667,292.1666666666667,50.0,3693.0,426.05074082062004,426.05074082062004,145.8985671442941,145.8985671442941,130.2499975939465,130.2499975939465,110.85601767311279,2.6,0.3,-0.65,-1.4,3.170148321475507
184,63.0,136.5,186.33333333333334,191.0,212.5,36.666666666666664,5181.0,1220.760031223538,1220.760031223538,263.70235745422144,263.70235745422144,221.8474142953796,221.84741429537954,150.0776208934936,1.75,-2.15,0.55,-0.2,3.170148321475507
185,29.0,157.33333333333334,172.33333333333334,188.83333333333334,178.16666666666666,43.333333333333336,5220.0,687.916340122078,687.9163401220779,225.08685932696147,225.08685932696145,186.72493538333285,186.72493538333282,136.69038860251615,1.65,-1.9,0.05,-0.3,2.967867468534036
186,58.0,118.0,171.0,226.66666666666666,228.83333333333334,50.0,4371.0,147.07895372732892,147.07895372732892,122.37316406272654,122.37316406272654,53.66663672577342,53.666636725773415,31.155942921749425,0.9,1.0,0.0,-1.95,2.932984258949733
190,56.0,200.33333333333334,193.0,188.33333333333334,187.0,23.333333333333332,5398.0,810.0690183928128,810.0690183928127,616.2223743808448,616.2223743808448,275.8001193746219,275.8001193746218,212.89668856043775,-1.75,-1.1,0.7,0.4,2.875447844459377
191,101.0,162.33333333333334,227.33333333333334,311.3333333333333,274.1666666666667,50.0,2936.0,151.25069337958038,151.25069337958038,141.44564718377484,141.44564718377484,71.55379294685234,71.55379294685234,41.7612260356422,0.6,4.2,-2.7,-4.4,3.262567945550166
192,27.0,221.83333333333334,196.5,219.66666666666666,236.0,43.333333333333336,8118.0,1451.5767923641574,1451.5767923641574,407.3802841563391,407.38028415633903,366.39637648708106,366.39637648708106,159.99784716307295,-3.6,3.5,0.7,-0.3,3.152706716683355
193,30.0,174.83333333333334,154.83333333333334,77.83333333333333,41.0,43.333333333333336,5691.0,572.730353757457,572.7303537574569,169.8320367529057,169.83203675290568,73.53965618500654,73.53965618500654,46.72730505098247,0.55,-5.05,1.15,1.35,3.170148321475507
194,120.0,105.16666666666667,203.66666666666666,240.0,249.16666666666666,40.0,6537.0,1007.906083982864,1007.906083982864,339.1329351769415,339.1329351769415,143.6278658641636,143.62786586416354,136.95038229673506,3.7,-1.5,-1.5,-0.1,2.808522244103926
197,114.0,66.66666666666667,147.5,240.16666666666666,269.1666666666667,50.0,5223.0,645.381500478272,645.381500478272,125.44386032470581,125.44386032470578,95.36443961924225,95.36443961924225,50.10000781571708,2.5,4.45,-4.3,-0.95,3.308777757587496
198,38.0,209.5,237.66666666666666,227.33333333333334,218.83333333333334,40.0,5631.0,1043.001126251948,1043.001126251948,499.5022489872909,499.5022489872909,341.2198344548989,341.2198344548989,258.1704863070138,1.4,-1.9,-0.2,0.35,3.170148321475507
199,60.0,131.0,170.16666666666666,210.16666666666666,259.6666666666667,56.666666666666664,6326.0,1323.616519587836,1323.616519587836,357.0514297872215,357.0514297872215,258.76600886952826,258.76600886952826,214.18092355008596,-0.7,0.2,0.7,0.45,3.152706716683355
200,80.0,162.16666666666666,223.5,174.83333333333334,92.5,53.333333333333336,3864.0,351.17394823245104,351.17394823245104,197.82881961883325,197.82881961883322,106.77546534667971,106.7754653466797,102.88362370620338,1.5,0.8,-4.7,1.15,3.262567945550166
201,144.0,228.5,203.16666666666666,161.5,149.66666666666666,60.0,4920.0,620.8203053199077,620.8203053199077,272.5587571708216,272.5587571708216,130.43045484734176,130.43045484734174,104.62503351893481,-7.6,-1.5,2.1,-0.05,3.308777757587496
202,137.0,250.66666666666666,267.8333333333333,210.33333333333334,144.0,43.333333333333336,4051.0,946.9808606001794,946.9808606001792,656.7594099135252,656.7594099135252,271.9230794943783,271.92307949437827,197.71897018631898,-6.1,-0.6,-1.9,1.85,3.262567945550166
204,60.0,104.5,140.0,164.66666666666666,123.66666666666667,46.666666666666664,2790.0,101.23377203512376,101.23377203512376,74.82886311107508,74.82886311107508,63.99999999999999,63.999999999999986,43.595090062724196,-0.05,-3.9,3.8,-4.8,3.262567945550166
206,72.0,220.0,258.1666666666667,207.5,143.5,43.333333333333336,5152.0,941.5551412847126,941.5551412847126,317.3400138468524,317.3400138468524,251.21801479661264,251.21801479661264,189.178026370333,-3.25,-1.35,-1.0,-0.25,3.3549875696248255
208,58.0,150.0,207.16666666666666,272.0,310.0,53.333333333333336,7609.0,806.0019389904209,806.0019389904209,84.28629063219914,84.28629063219914,55.51250022184066,55.512500221840654,28.516913547887302,2.0,0.5,-0.3,-0.6,3.1989165287206847
209,58.0,148.33333333333334,157.5,146.83333333333334,136.33333333333334,50.0,4563.0,534.0814005238856,534.0814005238855,212.31390599730398,212.31390599730395,99.98035855252179,99.98035855252179,74.90660852020997,1.1,-2.9,2.3,-2.3,3.170148321475507
210,32.0,247.5,167.83333333333334,122.33333333333333,114.66666666666667,53.333333333333336,4822.0,700.5870983009337,700.5870983009336,137.23466213835326,137.23466213835326,93.469023500641,93.46902350064099,85.2425212479218,-2.55,-1.5,2.45,0.95,3.262567945550166
211,38.0,162.83333333333334,165.0,145.16666666666666,127.16666666666667,53.333333333333336,4629.0,893.4212527477721,893.4212527477721,171.8344671936233,171.8344671936233,80.01021522132763,80.01021522132763,74.57843767271001,0.15,-0.85,-0.7,0.3,3.1239385094381773
212,91.0,176.0,266.0,290.3333333333333,236.33333333333334,40.0,5512.0,702.3783631442943,702.3783631442943,362.77029057063646,362.7702905706364,285.0769024943627,285.0769024943627,206.969735761242,2.2,-1.0,-2.4,-1.5,3.152706716683355
213,53.0,221.0,232.83333333333334,191.83333333333334,183.66666666666666,60.0,4023.0,395.83437595603846,395.8343759560384,378.48076442192144,378.48076442192144,127.28960894120748,127.28960894120746,84.5399313933954,-0.25,-3.95,0.9,1.15,3.1064969046460256
214,64.0,306.5,311.3333333333333,248.66666666666666,219.5,56.666666666666664,5347.0,623.3226944725607,623.3226944725607,357.8988870757198,357.89888707571976,106.82003482675692,106.82003482675687,102.38633613110733,-0.4,-2.75,-1.65,1.85,3.308777757587496
215,60.0,188.16666666666666,215.0,163.83333333333334,131.0,56.666666666666664,5178.0,1221.9698466366956,1221.9698466366954,346.937314260694,346.937314260694,195.86365304552342,195.86365304552342,174.4579839555772,1.35,-2.95,-0.05,0.45,3.308777757587496
216,22.0,138.33333333333334,136.66666666666666,132.66666666666666,152.0,63.33333333333333,4249.0,1264.940236306181,1264.9402363061809,187.31859872066192,187.31859872066192,123.37594880674735,123.37594880674733,111.03422343626552,2.5,-0.95,0.8,0.65,3.170148321475507
218,93.0,111.66666666666667,197.83333333333334,231.83333333333334,207.5,43.333333333333336,3863.0,356.47209687437254,356.47209687437254,161.55238919649926,161.55238919649926,42.57933771208754,42.57933771208753,37.21704278113721,3.5,-0.75,-2.75,-0.5,3.089055299853874
219,74.0,116.0,162.5,157.16666666666666,143.66666666666666,30.0,4562.0,589.3753248297148,589.3753248297147,262.9972773915013,262.99727739150126,204.4396129331854,204.4396129331854,146.42745644174795,-0.2,-0.55,-1.9,0.8,3.308777757587496
220,44.0,112.16666666666667,134.0,167.83333333333334,177.16666666666666,46.666666666666664,3855.0,860.9381570265075,860.9381570265074,152.98223661339796,152.98223661339796,79.0176621853094,79.0176621853094,65.57898473616454,2.9,0.7,-1.2,-0.25,3.152706716683355
225,53.0,115.83333333333333,93.5,118.16666666666667,161.5,60.0,4670.0,195.05139135155912,195.0513913515591,82.21585960767216,82.21585960767216,74.1800841403221,74.1800841403221,46.10514662392543,0.2,0.1,0.35,2.0,2.967867468534036
227,99.0,103.0,180.0,239.16666666666666,237.33333333333334,50.0,7672.0,131.14174856339469,131.14174856339466,128.40085289021994,128.40085289021994,77.85525432911382,77.8552543291138,40.853396431631,0.7,3.25,-1.8,-1.6,3.042845487816544
230,38.0,150.16666666666666,188.16666666666666,210.66666666666666,206.5,43.333333333333336,3689.0,322.84435850271313,322.84435850271313,212.93922093113653,212.93922093113653,97.58881980147355,97.58881980147355,57.15767664977295,-0.6,0.5,-0.75,-1.25,3.1989165287206847
231,21.0,133.0,148.16666666666666,156.5,140.33333333333334,53.333333333333336,6590.0,610.7857027544645,610.7857027544644,284.17986209431274,284.17986209431274,236.59153617602243,236.59153617602243,172.06243914142934,1.25,0.55,-1.15,-0.7,2.9390992612888582
233,23.0,156.0,138.33333333333334,82.0,68.66666666666667,43.333333333333336,3633.0,446.7412621409668,446.7412621409668,121.61560473311448,121.61560473311448,54.51657444408017,54.51657444408016,43.0567201066068,-0.65,-3.55,1.2,1.85,3.308777757587496
234,39.0,157.83333333333334,172.33333333333334,161.83333333333334,146.33333333333334,43.333333333333336,7628.0,720.70326867069,720.70326867069,121.42157185424007,121.42157185424006,74.1308633334389,74.1308633334389,40.613972205200874,-1.4,0.7,-1.65,0.6,3.1064969046460256
235,94.0,329.0,389.0,375.6666666666667,366.1666666666667,30.0,6016.0,584.7707410212867,584.7707410212867,172.4735657560746,172.47356575607458,158.78655215258337,158.78655215258337,94.91799026581856,-0.5,-2.7,-1.85,1.65,3.152706716683355
236,15.0,197.5,181.16666666666666,143.83333333333334,112.66666666666667,53.333333333333336,3292.0,836.8901907007263,836.8901907007262,107.01855301819543,107.01855301819542,106.25721444722156,106.25721444722154,71.50524456289902,-0.15,2.0,-1.15,0.7,3.308777757587496
237,38.0,90.16666666666667,94.83333333333333,90.66666666666667,110.5,66.66666666666666,4060.0,705.2074449675695,705.2074449675695,94.86224930203113,94.86224930203113,60.57134309737493,60.571343097374914,51.667106203728714,0.4,1.15,-1.0,1.25,2.7542600131395396
238,10.0,342.0,276.8333333333333,204.0,171.0,46.666666666666664,3897.0,413.4363661632885,413.4363661632885,111.00461806590307,111.00461806590307,84.72634803347773,84.72634803347773,74.34379597518543,-0.65,-3.45,2.35,0.1,3.3549875696248255
239,51.0,216.5,217.66666666666666,189.16666666666666,144.33333333333334,43.333333333333336,2693.0,111.50069289581573,111.50069289581572,111.36595264545926,111.36595264545925,71.14070564732964,71.14070564732963,70.02100583197331,-3.6,1.65,-2.1,0.3,3.170148321475507
240,65.0,185.66666666666666,241.5,271.5,255.16666666666666,36.666666666666664,2151.0,169.05166607418218,169.05166607418215,112.20981301050223,112.2098130105022,52.800348999579285,52.800348999579285,46.1825107644426,1.1,-1.55,0.3,-1.8,3.1989165287206847
241,37.0,95.5,119.33333333333333,125.16666666666667,129.66666666666666,40.0,3518.0,530.2149369844689,530.2149369844689,248.8331563831895,248.83315638318948,138.83308845010177,138.83308845010177,103.67738422626225,2.1,-2.0,1.15,-0.8,2.932984258949733
242,3.0,159.0,126.83333333333333,85.5,73.0,50.0,5131.0,1313.3418954510375,1313.3418954510375,623.8432216128018,623.8432216128018,272.32888610657835,272.3288861065783,232.78663210676154,-0.45,-0.35,-0.65,2.25,3.135265111891204
243,38.0,208.16666666666666,195.16666666666666,147.83333333333334,131.0,46.666666666666664,5769.0,1221.361272062177,1221.361272062177,206.6908661285497,206.69086612854963,171.7716790406964,171.7716790406964,131.92557114451597,1.35,-3.65,0.35,1.55,3.0602870926086956
244,68.0,130.0,193.0,217.66666666666666,278.3333333333333,50.0,3412.0,371.1473561342864,371.1473561342864,280.7197541013207,280.7197541013207,103.31761655394028,103.31761655394025,67.38923821845835,3.7,-1.45,-2.1,2.1,3.308777757587496
246,31.0,282.3333333333333,246.16666666666666,167.33333333333334,101.66666666666667,40.0,2684.0,508.9969365565168,508.99693655651674,201.25236667892676,201.25236667892673,174.14920761283605,174.14920761283597,133.7076378085161,-1.9,-1.8,-0.8,0.9,3.3549875696248255
249,46.0,135.83333333333334,149.66666666666666,134.16666666666666,131.0,43.333333333333336,5094.0,290.8599416385519,290.85994163855185,245.67116948767085,245.67116948767085,104.7667107703515,104.7667107703515,89.68834929911468,-0.35,-0.75,-1.05,0.45,3.014077280571366
250,55.0,130.33333333333334,151.0,187.33333333333334,213.83333333333334,53.333333333333336,2771.0,320.43392577237444,320.43392577237444,79.52062380510765,79.52062380510765,65.8247381583479,65.8247381583479,38.97435053981015,-0.75,3.4,-2.1,2.15,3.042845487816544
251,88.0,96.83333333333333,139.0,167.66666666666666,219.0,50.0,6080.0,908.7993849321838,908.7993849321837,234.22302302088337,234.22302302088335,156.49914476873022,156.4991447687302,95.68698971124549,-0.45,-2.4,3.4,-2.35,3.262567945550166
252,29.0,128.33333333333334,143.83333333333334,114.16666666666667,67.66666666666667,43.333333333333336,4255.0,476.5610075293032,476.56100752930314,297.5272498479513,297.5272498479513,97.6938183627209,97.69381836272089,70.33466716346993,0.35,-0.8,0.55,-2.8,3.2163581335128364
253,23.0,99.5,87.0,89.0,92.0,50.0,6445.0,831.9799268488188,831.9799268488186,341.9632436454015,341.9632436454015,182.51849221380283,182.5184922138028,173.6729531691976,-2.7,1.4,1.55,-0.25,2.8117964276298957
257,70.0,136.83333333333334,135.33333333333334,198.5,270.5,63.33333333333333,6443.0,1118.7418966026885,1118.7418966026885,204.04938749510382,204.04938749510382,193.88722625330695,193.88722625330692,108.72900336599001,-0.1,1.4,1.3,1.0,3.308777757587496
258,82.0,169.83333333333334,226.5,198.66666666666666,178.33333333333334,33.33333333333333,3717.0,486.6809593356176,486.6809593356176,99.18883697881625,99.18883697881623,87.21431561381364,87.21431561381364,62.952362942148575,1.45,-2.3,-3.15,2.85,3.3549875696248255
259,11.0,248.0,172.16666666666666,128.5,125.33333333333333,53.333333333333336,7344.0,738.0987580053916,738.0987580053916,163.0273487824265,163.0273487824265,42.71605482249841,42.71605482249841,37.69431053015451,-1.4,-0.65,4.0,-0.7,3.262567945550166
261,75.0,297.0,293.3333333333333,240.0,206.0,53.333333333333336,3859.0,876.3818238571046,876.3818238571046,283.19596264465923,283.1959626446592,173.52621660816243,173.5262166081624,137.21515951235128,-1.9,-2.4,-0.55,0.85,3.308777757587496
262,53.0,182.5,181.0,131.83333333333334,124.66666666666667,63.33333333333333,5600.0,634.9221561885422,634.9221561885422,290.36527679445305,290.36527679445305,209.08120541526304,209.08120541526304,157.19140317845176,0.75,-5.2,1.7,0.85,3.1064969046460256
263,71.0,143.66666666666666,207.66666666666666,185.16666666666666,153.0,50.0,4235.0,699.1625166761108,699.1625166761107,202.39114378450364,202.3911437845036,202.3484900960489,202.34849009604883,186.0972527728029,2.15,-2.25,-0.9,-0.4,3.401197381662155
264,51.0,105.33333333333333,148.16666666666666,203.16666666666666,202.5,53.333333333333336,3208.0,307.8394551658701,307.8394551658701,173.26948756942872,173.26948756942872,159.30972398231134,159.30972398231134,81.61494961096284,2.05,-0.1,0.65,-2.65,3.170148321475507
265,115.0,204.0,217.5,202.16666666666666,187.16666666666666,23.333333333333332,2840.0,223.00039132780776,223.00039132780773,106.29592817397402,106.29592817397402,85.01128035504895,85.01128035504895,76.4824403518241,-3.1,-1.25,-1.45,0.65,3.2163581335128364
266,73.0,169.16666666666666,144.0,127.66666666666667,131.0,70.0,4124.0,504.893173790875,504.8931737908749,177.56471589188664,177.56471589188664,176.04712264370448,176.04712264370448,120.17496019467937,-1.1,-4.15,3.0,-0.3,2.9390992612888582
267,64.0,172.33333333333334,210.66666666666666,199.0,194.66666666666666,33.33333333333333,4887.0,219.2775175783108,219.27751757831078,58.55714753080822,58.55714753080822,45.30760813721549,45.30760813721549,33.0,0.95,-3.25,-0.1,0.05,3.089055299853874
269,48.0,244.16666666666666,168.66666666666666,119.0,93.66666666666667,53.333333333333336,3416.0,206.17331613898372,206.17331613898372,144.3805094017988,144.3805094017988,96.14247924220794,96.14247924220794,95.97395480024775,-3.3,0.0,1.25,0.35,3.3549875696248255
