,Window_Velocity_Max,Mean_0,Mean_6,Mean_12,Mean_18,cgmTrend,FFT_1,FFT_2,FFT_3,FFT_4,FFT_5,FFT_6,FFT_7,FFT_8,acc1,acc2,acc3,acc4,Entropy
270,99.0,226.5,181.83333333333334,105.0,59.0,50.0,5262.0,998.8455331644727,998.8455331644727,236.99654785257408,236.99654785257405,183.8813759048206,183.8813759048206,120.18823812556595,-3.7,-2.25,1.25,0.5,3.401197381662155
271,6.0,135.0,124.83333333333333,99.83333333333333,74.83333333333333,40.0,4390.0,419.1158738985948,419.11587389859477,181.67966913321519,181.67966913321519,139.51838256773854,139.51838256773854,67.23557137179259,-0.1,2.2,-2.85,0.45,3.308777757587496
272,29.0,124.83333333333333,135.83333333333334,152.0,132.5,36.666666666666664,5273.0,667.7860216854658,667.7860216854658,156.67405353842574,156.67405353842574,51.153187971119614,51.153187971119614,47.28636167014755,-0.45,0.65,0.45,-1.55,3.152706716683355
276,55.0,114.33333333333333,147.16666666666666,162.16666666666666,207.16666666666666,50.0,5650.0,1142.7099522649362,1142.709952264936,329.33180496033447,329.33180496033447,261.16561940663854,261.1656194066385,243.05215392020068,1.6,1.8,-1.55,2.4,3.170148321475507
278,48.0,171.66666666666666,163.16666666666666,104.5,65.5,46.666666666666664,6754.0,572.8627333254657,572.8627333254657,362.61860537248583,362.6186053724858,238.82900936975315,238.82900936975315,136.2964111653326,0.35,-4.5,0.25,0.95,3.308777757587496
283,27.0,88.66666666666667,86.16666666666667,110.83333333333333,128.5,60.0,5524.0,309.2064445455496,309.2064445455495,239.79288747942104,239.792887479421,196.21267776659974,196.21267776659974,129.94488454446437,-0.5,0.85,-0.15,0.35,2.9216576564967065
284,39.0,142.33333333333334,177.66666666666666,200.5,223.5,50.0,6563.0,331.9391268498746,331.9391268498745,91.54059900679798,91.54059900679796,57.9475002844238,57.947500284423796,31.94879129404082,2.0,-0.85,-0.5,0.05,3.152706716683355
285,10.0,170.33333333333334,130.5,134.16666666666666,138.83333333333334,60.0,4191.0,329.86111138314317,329.86111138314317,95.54086879656649,95.54086879656649,63.704686933051896,63.70468693305189,48.849027464780605,-2.25,1.55,0.45,0.05,3.0777286974008478
286,33.0,93.33333333333333,125.83333333333333,153.33333333333334,176.0,53.333333333333336,5256.0,618.6735513716766,618.6735513716766,173.0941067460784,173.0941067460784,87.56528619918198,87.56528619918198,77.51601919928906,1.7,0.15,-0.2,-0.45,3.262567945550166
287,20.0,148.33333333333334,146.16666666666666,150.33333333333334,164.33333333333334,63.33333333333333,3854.0,442.8893735925179,442.8893735925179,133.3988520542172,133.39885205421717,39.49592757633481,39.49592757633481,37.485027203535594,1.9,-1.5,1.55,0.3,3.123938509438177
288,31.0,60.333333333333336,85.5,107.16666666666667,118.0,50.0,5659.0,386.9206064613953,386.9206064613953,322.2191459464941,322.21914594649405,158.5944361436002,158.5944361436002,115.65898149300816,1.15,0.85,-0.8,-0.3,3.123938509438177
289,35.0,260.5,258.1666666666667,262.5,258.0,23.333333333333332,5042.0,296.08629520796717,296.08629520796717,222.87536250650845,222.87536250650845,100.74607180115399,100.74607180115399,59.98400509943488,-1.45,0.5,-0.3,-0.55,2.5694207649902205
290,5.0,244.16666666666666,226.83333333333334,191.0,134.33333333333334,36.666666666666664,6845.0,784.1687879853549,784.1687879853548,284.6131823561548,284.6131823561548,90.18764274178376,90.18764274178372,46.11177461650799,-0.6,-0.35,-1.2,0.35,3.308777757587496
291,45.0,147.0,185.83333333333334,231.5,267.0,53.333333333333336,5711.0,783.2223163731321,783.2223163731321,114.79515425570968,114.79515425570968,67.29041536504292,67.2904153650429,43.311998960613195,0.45,-0.2,0.4,-0.75,3.3549875696248255
292,26.0,105.33333333333333,118.66666666666667,130.83333333333334,155.0,56.666666666666664,4622.0,490.0860986164451,490.0860986164451,81.36875859149357,81.36875859149357,69.63368502483931,69.6336850248393,47.84349485562277,1.75,-2.2,1.55,-0.1,3.170148321475507
293,-7.0,244.0,221.5,192.16666666666666,169.83333333333334,50.0,5307.0,764.9965102851708,764.9965102851706,292.3073696508171,292.3073696508171,96.86408579308916,96.86408579308916,90.35485598461214,0.5,-0.4,0.0,-0.4,3.3549875696248255
294,47.0,102.33333333333333,146.0,161.33333333333334,145.5,43.333333333333336,3113.0,370.0430636758027,370.0430636758027,56.434468891241394,56.434468891241394,38.62315148254442,38.623151482544415,27.671229963514932,0.05,0.4,-1.5,-0.9,3.0315188853635173
295,44.0,121.83333333333333,152.0,130.66666666666666,111.83333333333333,50.0,4709.0,391.0807322523146,391.0807322523146,296.1379640387306,296.1379640387306,201.49318574096242,201.4931857409624,119.68465636012913,1.2,-2.8,0.0,-0.3,3.291336152795344
296,61.0,279.5,298.6666666666667,256.6666666666667,220.33333333333334,46.666666666666664,6172.0,443.75424579233845,443.75424579233845,113.29015795555267,113.29015795555267,90.59801322324898,90.59801322324897,46.149317885766564,-1.1,-2.2,0.15,-0.3,3.3549875696248255
297,57.0,172.16666666666666,222.0,225.83333333333334,224.66666666666666,40.0,6111.0,1154.8151681188222,1154.8151681188222,356.6356278059606,356.6356278059606,256.79815536469744,256.79815536469744,173.7765763883837,0.95,-0.6,-0.2,-0.75,2.9966356757792143
298,66.0,107.33333333333333,162.16666666666666,136.33333333333334,92.0,46.666666666666664,3364.0,543.7275195070715,543.7275195070714,237.29452785716052,237.2945278571605,173.01496338512865,173.01496338512865,56.5597029695171,-0.05,-2.4,-3.05,0.75,3.1989165287206847
299,72.0,135.66666666666666,177.5,158.83333333333334,109.83333333333333,46.666666666666664,4443.0,413.7477271015637,413.7477271015637,137.68721232493024,137.68721232493024,126.57855423962182,126.57855423962182,57.417021396002504,1.95,-1.3,-2.4,0.0,3.2163581335128364
302,35.0,108.66666666666667,132.83333333333334,151.16666666666666,153.33333333333334,46.666666666666664,4475.0,410.50402901396234,410.50402901396234,163.98855134609258,163.98855134609255,63.66736401425616,63.667364014256144,57.523230197303384,0.1,1.35,-1.9,-0.05,2.985309073326188
303,33.0,97.66666666666667,90.5,95.0,84.16666666666667,56.666666666666664,3709.0,320.76407400875075,320.76407400875075,171.04772209709736,171.04772209709736,115.64678468295463,115.64678468295462,102.8516780232327,-0.15,0.05,1.1,-0.05,3.0315188853635173
304,18.0,88.66666666666667,67.0,68.33333333333333,61.5,66.66666666666666,3493.0,304.5261422631304,304.5261422631304,76.18583577673574,76.18583577673574,64.52192989538159,64.52192989538159,36.58232111238903,-0.55,0.45,0.4,-0.55,2.875447844459377
305,59.0,85.66666666666667,87.83333333333333,129.5,135.33333333333334,46.666666666666664,5348.0,1022.5434248319318,1022.5434248319316,439.32926677019736,439.32926677019736,225.321353134111,225.32135313411098,162.73132556228333,2.8,-1.8,3.2,-1.9,2.8382572525736753
309,0.0,233.16666666666666,164.83333333333334,117.0,73.16666666666667,50.0,4865.0,272.8806610997355,272.88066109973545,156.750565552292,156.750565552292,127.0045384082957,127.0045384082957,50.60889256573315,-2.75,2.4,-0.05,0.2,3.152706716683355
310,84.0,127.16666666666667,210.5,258.1666666666667,244.5,43.333333333333336,4031.0,428.5684289557485,428.5684289557485,223.32318184006672,223.3231818400667,141.92947474332453,141.92947474332453,110.03109483739055,4.55,-1.2,-1.45,-1.3,3.0602870926086956
311,62.0,75.83333333333333,124.16666666666667,126.5,112.5,46.666666666666664,5462.0,453.99196528118824,453.99196528118824,241.28503214987268,241.28503214987268,135.19841015921864,135.19841015921864,128.175230305837,3.35,0.85,-2.95,0.6,3.0602870926086956
312,18.0,53.666666666666664,50.166666666666664,65.33333333333333,80.66666666666667,53.333333333333336,4115.0,675.5857539868845,675.5857539868844,268.10768537155843,268.1076853715584,124.4921696882304,124.49216968823039,122.74770873625303,0.6,-0.15,0.9,-0.3,3.0602870926086956
315,30.0,69.16666666666667,87.83333333333333,116.0,125.33333333333333,53.333333333333336,4164.0,288.9428470721044,288.9428470721044,87.54140371166262,87.54140371166261,68.37446677265802,68.37446677265802,22.692087327520397,-0.55,0.4,0.0,-0.05,3.262567945550166
316,61.0,152.5,132.5,116.33333333333333,96.0,56.666666666666664,6167.0,1239.7500581615911,1239.7500581615911,504.1974496196047,504.19744961960464,286.13256221787617,286.13256221787617,171.38529378567924,-3.75,0.35,0.25,0.05,3.262567945550166
317,52.0,168.83333333333334,158.66666666666666,119.83333333333333,111.5,46.666666666666664,2988.0,237.99544099839179,237.99544099839179,167.81529782092338,167.81529782092338,164.9518487759188,164.95184877591876,126.17051953606278,-0.3,-1.75,-1.05,1.75,3.2163581335128364
318,60.0,182.66666666666666,161.83333333333334,145.33333333333334,191.33333333333334,56.666666666666664,5029.0,1031.3550878052415,1031.3550878052413,257.4870058910031,257.4870058910031,241.40369196723697,241.40369196723697,168.96153408394468,0.2,-1.6,1.3,1.15,3.262567945550166
319,30.0,72.0,89.5,107.5,112.33333333333333,46.666666666666664,5149.0,307.2385453132799,307.2385453132799,294.34766391030905,294.34766391030905,234.59812991778122,234.59812991778122,172.82085909736506,0.05,0.65,0.1,-0.4,2.886774446912403
320,59.0,255.33333333333334,216.5,167.0,139.0,46.666666666666664,3745.0,209.98236094200303,209.982360942003,121.11225517841626,121.11225517841625,112.19199036030504,112.19199036030504,81.50460109711598,-2.75,-1.55,1.15,0.3,3.3549875696248255
322,48.0,159.83333333333334,153.66666666666666,169.66666666666666,107.0,40.0,5356.0,500.63696062647784,500.63696062647784,286.1554761008974,286.1554761008974,141.7975975856711,141.7975975856711,88.10506965616949,-2.5,0.1,0.05,-1.65,3.262567945550166
323,55.0,185.16666666666666,233.66666666666666,255.83333333333334,258.3333333333333,40.0,4151.0,535.578305964435,535.578305964435,189.3086532996526,189.3086532996526,86.81470302005364,86.81470302005364,80.46075355476704,1.2,-1.2,-0.2,-1.1,3.308777757587496
325,62.0,140.66666666666666,194.33333333333334,241.83333333333334,255.0,50.0,6550.0,749.7153075124377,749.7153075124376,226.5198012894171,226.5198012894171,155.97061916536603,155.97061916536597,96.45132089385412,0.25,1.6,-0.75,-1.35,3.1064969046460256
326,16.0,118.0,100.83333333333333,100.33333333333333,112.33333333333333,73.33333333333333,3991.0,354.5588443099303,354.5588443099303,253.63850792941426,253.63850792941426,89.67977620435164,89.67977620435164,84.87638069569178,0.8,0.5,0.85,0.1,3.060287092608696
327,64.0,285.3333333333333,274.6666666666667,211.66666666666666,156.5,46.666666666666664,3720.0,634.012678929376,634.012678929376,324.11023809423534,324.11023809423534,189.96264972793946,189.96264972793944,182.42453835142194,-1.55,-2.95,0.2,-0.1,3.308777757587496
328,52.0,278.6666666666667,249.66666666666666,184.5,128.5,46.666666666666664,4073.0,254.50887172599118,254.50887172599118,151.77714502132318,151.77714502132318,70.09043979210738,70.09043979210736,39.00908583616212,-0.55,-3.7,1.0,0.0,3.308777757587496
329,40.0,123.16666666666667,147.33333333333334,146.33333333333334,113.5,50.0,4251.0,762.8539999867629,762.8539999867629,346.21870020273667,346.21870020273667,225.68543722649198,225.68543722649193,135.65330938810456,0.65,0.15,-2.25,-0.6,3.2163581335128364
330,41.0,278.8333333333333,280.5,226.0,190.0,46.666666666666664,5229.0,768.9860677691634,768.9860677691634,336.6688710487089,336.6688710487089,108.85976568135482,108.85976568135479,95.5924220831312,-0.65,-1.6,-1.4,1.55,3.042845487816544
331,79.0,263.5,198.0,143.66666666666666,124.5,53.333333333333336,5711.0,1002.9894229720701,1002.98942297207,320.207302548024,320.20730254802396,234.1486124614932,234.14861246149317,150.09833014099155,-5.8,-1.65,2.2,0.45,3.308777757587496
332,92.0,86.0,110.16666666666667,175.66666666666666,187.66666666666666,53.333333333333336,3625.0,370.25516978119765,370.2551697811976,281.060892438924,281.060892438924,213.71584379178964,213.71584379178964,91.10982383914478,0.45,3.45,-2.65,0.05,2.808522244103926
333,56.0,175.5,214.16666666666666,212.5,210.33333333333334,36.666666666666664,6538.0,639.3411491213465,639.3411491213463,348.7000726486984,348.7000726486983,138.86770198425083,138.86770198425083,107.87858104127778,-1.45,-0.25,-0.7,-0.5,2.884467064611005
334,62.0,116.5,140.33333333333334,193.5,166.83333333333334,53.333333333333336,7132.0,477.8452043365498,477.8452043365498,184.8103060567434,184.8103060567434,155.4391000789594,155.4391000789594,72.84282560251344,-3.0,0.85,-0.35,-1.2,3.262567945550166
335,28.0,107.0,125.5,120.33333333333333,73.5,46.666666666666664,4677.0,191.9604010403281,191.96040104032807,152.47127234713005,152.47127234713005,118.33866478965206,118.33866478965206,82.73688498189898,1.1,-1.6,0.4,-1.9,2.9966356757792143
336,44.0,97.66666666666667,82.66666666666667,96.16666666666667,110.66666666666667,33.33333333333333,4584.0,666.5591563161654,666.5591563161654,175.76008980455615,175.76008980455612,170.22363020331122,170.2236302033112,126.90657911093932,-0.1,-1.65,3.45,-2.1,3.0602870926086956
337,49.0,114.5,128.66666666666666,168.0,172.66666666666666,56.666666666666664,6689.0,2054.309403934672,2054.3094039346715,725.5617872167858,725.5617872167858,452.64203858477237,452.64203858477225,444.2902248916199,-0.4,0.7,0.5,-1.0,3.2163581335128364
338,26.0,173.66666666666666,174.0,158.83333333333334,149.16666666666666,60.0,4229.0,572.4496583802129,572.4496583802129,263.15460628149594,263.15460628149594,138.9167533665049,138.9167533665049,25.119713374160952,0.65,-1.4,0.4,0.0,3.0315188853635173
339,51.0,82.0,55.333333333333336,40.0,67.33333333333333,56.666666666666664,4421.0,374.61909269896,374.61909269895995,121.21219510331078,121.21219510331075,64.93367253181104,64.93367253181104,58.96963058220622,-2.15,-1.55,1.8,0.9,2.6034005723493
340,37.0,100.33333333333333,131.16666666666666,117.83333333333333,103.5,56.666666666666664,8060.0,685.0200042148955,685.0200042148955,134.27011040122076,134.27011040122076,102.0702099156203,102.07020991562028,87.9433910360503,1.1,-1.2,-0.2,0.25,2.8693328421202517
341,69.0,115.16666666666667,155.66666666666666,217.83333333333334,245.16666666666666,53.333333333333336,6276.0,754.7616173643266,754.7616173643266,137.9442906796135,137.9442906796135,124.79045591646077,124.79045591646074,69.03076414185604,0.95,2.65,-1.8,-1.6,3.1064969046460256
343,52.0,144.16666666666666,152.33333333333334,176.33333333333334,148.16666666666666,50.0,5049.0,626.0751074075953,626.0751074075953,431.35355617536015,431.35355617536015,181.27476675069494,181.27476675069494,144.37451298619158,1.1,-2.8,1.1,-1.9,3.262567945550166
350,67.0,162.33333333333334,216.83333333333334,201.66666666666666,169.66666666666666,50.0,4185.0,411.5636099191684,411.5636099191684,117.82506686712516,117.82506686712516,58.771941886146614,58.77194188614658,57.47586479531339,2.0,-2.55,-1.15,-0.7,3.308777757587496
351,68.0,106.83333333333333,168.33333333333334,196.66666666666666,190.0,43.333333333333336,5413.0,861.989817004257,861.989817004257,340.2602897402584,340.2602897402584,118.36807001890334,118.36807001890331,107.59178412492541,5.35,-2.75,-0.9,0.65,3.262567945550166
352,44.0,185.66666666666666,159.0,133.66666666666666,115.33333333333333,46.666666666666664,6767.0,971.8358131873446,971.8358131873446,344.69313396855506,344.69313396855506,67.16901059652906,67.16901059652906,62.52418256851033,0.05,-2.2,1.25,-0.1,3.262567945550166
354,37.0,239.0,208.66666666666666,182.5,153.16666666666666,46.666666666666664,8208.0,1052.6583841189233,1052.6583841189233,593.1233874074284,593.1233874074284,361.1392728194947,361.1392728194947,243.87496796514395,-1.8,-0.3,0.4,-0.3,3.401197381662155
355,57.0,141.0,202.66666666666666,250.5,247.5,46.666666666666664,5261.0,986.355655798444,986.355655798444,89.25250278722588,89.25250278722588,19.073072973140345,19.073072973140324,13.359394088647441,1.85,-0.95,-0.8,-0.75,3.3549875696248255
356,74.0,123.33333333333333,138.0,152.5,225.5,73.33333333333333,5826.0,679.4965319540117,679.4965319540116,276.6261319334421,276.6261319334421,162.48875778338365,162.48875778338365,159.17754865800873,2.05,-2.6,1.45,2.25,3.2163581335128364
357,21.0,241.33333333333334,246.33333333333334,203.33333333333334,166.83333333333334,40.0,4221.0,798.257314180186,798.2573141801857,263.7808702421533,263.7808702421533,157.4813117364019,157.48131173640184,133.13744234668684,2.05,-2.4,-0.7,0.55,3.308777757587496
360,10.0,141.33333333333334,138.66666666666666,129.33333333333334,121.0,46.666666666666664,4734.0,232.62350819642265,232.62350819642262,197.83944379075623,197.83944379075623,163.9354257126071,163.93542571260707,116.36471242341507,-0.75,-0.6,-0.7,0.8,2.9042160517045548
364,50.0,135.83333333333334,165.0,131.0,106.83333333333333,56.666666666666664,4441.0,285.11959725548394,285.11959725548394,222.24444668249427,222.24444668249424,113.71477633513912,113.71477633513912,81.90605494370104,2.75,-2.05,-0.5,0.25,3.262567945550166
369,49.0,191.33333333333334,233.33333333333334,245.0,262.6666666666667,46.666666666666664,7449.0,583.8135504313102,583.8135504313102,125.8491915046746,125.8491915046746,62.70532913835404,62.705329138354024,60.75360071633615,1.25,0.4,-1.2,0.6,3.0777286974008478
370,-24.0,268.8333333333333,222.83333333333334,164.66666666666666,107.66666666666667,46.666666666666664,5764.0,628.6500263159217,628.6500263159217,198.43104991671737,198.43104991671737,112.46790405873395,112.46790405873395,65.99851270224639,1.2,-0.65,-0.45,0.5,3.3549875696248255
371,38.0,175.33333333333334,193.16666666666666,193.16666666666666,210.5,36.666666666666664,4098.0,633.7999423387171,633.7999423387171,420.45851601348846,420.45851601348835,164.74600053584444,164.74600053584442,112.46777316191513,0.15,-1.1,-1.15,2.85,3.0602870926086956
372,22.0,240.83333333333334,227.0,209.33333333333334,195.5,53.333333333333336,8786.0,514.6625841173675,514.6625841173675,246.35302709412193,246.35302709412193,125.77204607044617,125.77204607044614,83.52895401066647,0.0,-1.8,1.45,-0.95,3.2163581335128364
373,39.0,146.5,117.0,124.0,157.16666666666666,43.333333333333336,3770.0,512.5400319043996,512.5400319043996,191.89080025393756,191.89080025393753,60.44086846328471,60.44086846328469,52.43791864238136,-0.25,0.15,0.35,1.4,2.9216576564967065
374,65.0,141.83333333333334,205.0,210.16666666666666,168.66666666666666,56.666666666666664,5954.0,1187.8192958365912,1187.8192958365912,821.2604229731536,821.2604229731536,229.4980245158524,229.49802451585234,213.4979847944993,3.0,-0.15,-1.85,-1.75,3.2163581335128364
375,47.0,109.16666666666667,143.66666666666666,152.16666666666666,138.33333333333334,43.333333333333336,6422.0,1552.6789081402621,1552.6789081402621,290.1331491957295,290.1331491957295,198.27122457637336,198.27122457637336,194.89104641473156,-0.7,1.65,-2.4,0.95,3.089055299853874
376,49.0,190.0,194.83333333333334,206.66666666666666,212.16666666666666,26.666666666666668,4903.0,663.2684717076539,663.2684717076537,126.62929866037229,126.62929866037229,112.46777316191516,112.46777316191515,102.3462727254614,-0.6,-0.45,-0.05,-0.35,2.985309073326188
377,42.0,147.16666666666666,154.66666666666666,193.5,168.0,50.0,4498.0,634.6396044450304,634.6396044450304,252.1649131857566,252.1649131857566,44.12494513463917,44.12494513463916,39.112542443504395,1.3,2.1,-0.35,-2.45,3.0315188853635173
378,94.0,277.3333333333333,252.33333333333334,219.5,171.33333333333334,46.666666666666664,6709.0,442.9116395464576,442.9116395464576,198.06411486103156,198.0641148610315,132.64381867633983,132.64381867633983,60.96246988202996,-2.85,-0.8,0.35,-1.35,3.3549875696248255
379,56.0,171.5,223.0,232.83333333333334,191.16666666666666,50.0,6302.0,857.2492954365733,857.2492954365733,216.38619175622554,216.38619175622551,139.24338016925785,139.2433801692578,57.68882040742387,1.65,-0.9,-0.7,-3.0,3.135265111891204
380,44.0,158.16666666666666,180.0,171.5,141.5,43.333333333333336,3072.0,1049.4500254077514,1049.4500254077514,289.2782086521509,289.2782086521509,106.16697837822846,106.1669783782284,58.94913061275801,-0.6,0.55,-2.7,-0.4,3.170148321475507
381,77.0,159.5,214.16666666666666,207.33333333333334,191.83333333333334,33.33333333333333,3914.0,486.61697998800776,486.6169799880077,112.24537753891319,112.24537753891317,54.75016103720279,54.75016103720279,23.772070006799495,2.15,-1.6,-1.5,0.15,3.0315188853635173
382,25.0,81.16666666666667,104.16666666666667,123.16666666666667,122.66666666666667,46.666666666666664,4826.0,463.43964215688135,463.43964215688135,312.0061863423175,312.0061863423175,123.2509430766666,123.25094307666659,84.18398956357277,1.2,-0.25,0.35,-1.45,3.123938509438177
383,83.0,178.5,173.0,165.0,157.66666666666666,20.0,5507.0,728.0887510163742,728.0887510163742,43.5933434543472,43.59334345434713,42.174002858286585,42.17400285828658,34.89491579361738,-4.6,-0.05,-0.05,0.2,2.9504258637418843
384,39.0,193.33333333333334,226.83333333333334,225.33333333333334,212.5,33.33333333333333,6772.0,694.1020435363166,694.1020435363166,402.5211951332307,402.52119513323066,204.3077102833265,204.3077102833265,121.6433157620278,1.95,-1.05,-1.4,-0.5,3.1064969046460256
385,73.0,141.33333333333334,210.16666666666666,258.8333333333333,277.6666666666667,46.666666666666664,6734.0,1197.836041906273,1197.836041906273,325.0746599170929,325.0746599170929,140.4208649052931,140.42086490529306,102.12735104450104,3.5,-1.8,0.2,-1.45,3.152706716683355
386,62.0,117.5,158.83333333333334,105.66666666666667,73.83333333333333,63.33333333333333,3767.0,348.6054863416135,348.6054863416135,247.60407220089562,247.6040722008956,216.24947939833888,216.24947939833882,133.0,3.7,-3.9,-0.3,0.1,3.401197381662155
388,72.0,162.5,170.0,158.33333333333334,135.5,46.666666666666664,3818.0,1133.196816326824,1133.1968163268239,363.36075882345125,363.36075882345125,217.83291393923503,217.83291393923497,172.3000506782906,-2.35,-0.55,-0.15,-0.4,2.967867468534036
396,21.0,142.5,121.0,108.0,124.66666666666667,43.333333333333336,4932.0,442.34260962456534,442.3426096245652,351.64331289281057,351.6433128928105,144.7269874410238,144.72698744102377,104.79026672358462,0.15,-1.1,1.05,0.5,2.985309073326188
397,21.0,210.16666666666666,198.5,195.33333333333334,201.16666666666666,50.0,4633.0,520.2811548191826,520.2811548191826,338.77441213060575,338.77441213060575,94.82088377567467,94.82088377567466,79.28071957312345,-0.85,-0.8,1.6,-1.05,2.904216051704555
398,34.0,170.16666666666666,165.33333333333334,134.33333333333334,118.0,43.333333333333336,6210.0,644.1333084191766,644.1333084191766,524.0348517512621,524.0348517512621,284.25983160706005,284.25983160706,161.8960672239273,1.8,-3.4,1.4,-0.15,3.308777757587496
399,44.0,107.16666666666667,112.66666666666667,125.83333333333333,158.33333333333334,63.33333333333333,6586.0,946.4981571209835,946.4981571209835,345.68677180291417,345.68677180291417,155.0014310475206,155.0014310475206,143.53263571319923,1.1,-0.55,-0.05,2.3,2.9966356757792143
400,10.0,133.83333333333334,104.0,100.33333333333333,109.0,60.0,4489.0,866.7017308039713,866.7017308039713,287.79694949027686,287.79694949027686,96.13208126310289,96.13208126310289,30.710918992455486,-0.9,0.25,0.55,0.4,2.809489045328497
401,81.0,128.16666666666666,197.66666666666666,222.83333333333334,241.5,40.0,4431.0,672.8384364951381,672.8384364951381,177.45030813448494,177.45030813448494,140.05516041197967,140.05516041197964,71.19398657228943,4.05,-3.1,0.25,-0.35,3.245126340758014
402,76.0,58.333333333333336,134.33333333333334,175.16666666666666,136.0,43.333333333333336,6978.0,1171.1516136396126,1171.1516136396126,271.3182917716653,271.3182917716653,166.89115038078782,166.89115038078776,158.52760012060995,4.5,-1.05,-2.1,-2.25,3.262567945550166
403,66.0,123.83333333333333,187.83333333333334,185.0,175.66666666666666,40.0,5162.0,822.991127846067,822.991127846067,332.39296008898947,332.3929600889894,162.64805498078334,162.64805498078334,78.91089624997932,2.85,-1.25,-2.35,0.9,3.0777286974008478
404,100.0,167.83333333333334,201.66666666666666,214.33333333333334,177.0,36.666666666666664,4875.0,633.0459593332931,633.045959333293,190.34310927611344,190.34310927611338,77.62300618920732,77.62300618920729,70.48290075558585,1.0,-1.9,-0.2,-1.6,3.2163581335128364
405,23.0,160.16666666666666,166.5,179.16666666666666,133.66666666666666,40.0,3334.0,396.899297302199,396.899297302199,113.34211334032645,113.34211334032645,98.87683290831197,98.87683290831195,38.682555844672336,0.15,-0.1,0.3,-2.0,3.262567945550166
406,15.0,150.83333333333334,139.5,113.0,100.16666666666667,46.666666666666664,5323.0,400.57703381425006,400.57703381425,251.02246351627747,251.02246351627747,220.495234233883,220.495234233883,103.90114364459599,-0.05,-1.25,1.9,-2.2,3.170148321475507
407,55.0,168.83333333333334,198.66666666666666,204.33333333333334,201.5,40.0,3516.0,384.0558070688208,384.05580706882074,345.4615627912222,345.4615627912222,231.07948914825585,231.07948914825582,80.7069446611691,-3.15,2.55,-1.65,0.5,3.1989165287206847
408,69.0,139.0,175.16666666666666,158.5,139.16666666666666,40.0,5765.0,760.1430871569876,760.1430871569876,116.94957783429706,116.94957783429706,91.74994275908765,91.74994275908765,64.1334357762014,-0.65,-2.1,-0.9,-0.75,3.2163581335128364
409,65.0,120.5,162.16666666666666,138.0,145.33333333333334,40.0,4354.0,703.1188850426139,703.1188850426139,404.523382078087,404.52338207808697,154.8267368261442,154.82673682614418,97.70875088752287,3.2,-2.35,-1.75,1.6,3.1239385094381773
410,64.0,171.16666666666666,191.66666666666666,180.66666666666666,145.5,46.666666666666664,5866.0,577.6976142150925,577.6976142150925,80.07720057133251,80.07720057133248,63.4194741139391,63.419474113939096,56.506636778346646,-1.3,-0.4,-0.65,-2.7,3.0777286974008473
413,18.0,160.0,142.33333333333334,128.5,117.66666666666667,40.0,6838.0,1210.2363999768304,1210.2363999768304,305.8133448341147,305.8133448341147,233.4169340476821,233.41693404768208,110.02912212604213,-1.4,0.75,-0.75,-0.05,3.014077280571366
414,96.0,143.33333333333334,176.33333333333334,241.0,315.5,63.33333333333333,3993.0,1006.0937092424377,1006.0937092424376,413.46603201196666,413.46603201196666,130.37619262459066,130.37619262459063,118.65496196956958,-0.2,1.8,1.55,-1.2,3.262567945550166
415,40.0,117.0,93.83333333333333,82.33333333333333,92.5,66.66666666666666,6305.0,462.71805686176833,462.7180568617683,59.408496326617275,59.40849632661727,50.95214473477668,50.95214473477666,47.471430648350854,0.15,-0.25,1.3,0.1,3.0140772805713656
416,97.0,120.33333333333333,130.66666666666666,215.5,244.83333333333334,56.666666666666664,4002.0,397.9071559617961,397.9071559617961,273.5461693165355,273.54616931653544,231.90859487384535,231.90859487384535,91.49064051262312,0.15,3.4,-1.7,-1.4,3.170148321475507
417,70.0,173.0,172.33333333333334,186.66666666666666,197.5,30.0,6503.0,1992.1608004912607,1992.1608004912607,392.20931649013664,392.20931649013664,147.07481089568,147.0748108956798,110.64834841658899,-7.75,1.55,0.55,-1.95,3.170148321475507
422,46.0,116.0,126.83333333333333,130.66666666666666,139.33333333333334,53.333333333333336,4273.0,441.822449885128,441.822449885128,85.87098713430338,85.87098713430338,71.72821169568995,71.72821169568995,67.24509726016625,1.4,1.3,-3.0,1.5,3.152706716683355
424,58.0,112.33333333333333,169.0,210.16666666666666,236.33333333333334,50.0,6136.0,489.3284681535007,489.32846815350064,241.39118520929316,241.39118520929316,197.00576601686612,197.0057660168661,158.6388828098082,2.6,-0.65,-0.25,-0.75,3.2163581335128364
426,53.0,171.5,199.66666666666666,197.5,198.5,30.0,5796.0,545.4740977677261,545.4740977677261,328.7003223088865,328.7003223088864,160.69826354130623,160.69826354130623,151.99013125857874,-0.1,-0.8,-0.2,0.0,2.9042160517045548
427,63.0,179.33333333333334,152.0,122.66666666666667,115.0,56.666666666666664,7636.0,260.4922374343355,260.4922374343355,144.4742971138994,144.4742971138994,124.13317557144944,124.13317557144944,91.80291967904445,-2.15,-1.6,1.4,0.95,3.3549875696248255
428,45.0,144.5,152.33333333333334,153.66666666666666,161.16666666666666,26.666666666666668,4230.0,788.5265675545595,788.5265675545593,178.7943822479309,178.7943822479309,167.1726584752648,167.17265847526477,128.6736404470564,-0.85,-0.7,-0.4,0.75,2.9042160517045548
