,Date_Time,Diff
2905,2018-01-31 05:52:48,-3.0702777777777777
2856,2018-01-31 08:57:01,-4.377222222222223
2804,2018-01-31 13:19:39,-3.9002777777777777
2774,2018-01-31 17:13:40,-2.6119444444444446
2750,2018-01-31 19:50:23,-8.971944444444446
2662,2018-02-01 04:48:42,-4.16388888888889
2604,2018-02-01 08:58:32,-7.253888888888889
2540,2018-02-01 16:13:46,-8.273611111111112
2483,2018-02-02 00:30:11,-8.675555555555556
2381,2018-02-02 09:10:43,-6.2588888888888885
2320,2018-02-02 15:26:15,-6.541666666666667
2299,2018-02-02 21:58:45,-6.595277777777778
2237,2018-02-03 04:34:28,-4.890833333333333
2208,2018-02-03 09:27:55,-3.071111111111111
2183,2018-02-03 12:32:11,-2.318611111111111
2148,2018-02-03 14:51:18,-4.327500000000001
2119,2018-02-03 19:10:57,-18.28361111111111
1935,2018-02-04 13:27:58,-3.7536111111111112
1891,2018-02-04 17:13:11,-2.779166666666667
1868,2018-02-04 19:59:56,-9.904166666666667
1782,2018-02-05 05:54:11,-3.3030555555555554
1751,2018-02-05 09:12:22,-4.763055555555556
1711,2018-02-05 13:58:09,-2.255277777777778
1703,2018-02-05 16:13:28,-2.6058333333333334
1682,2018-02-05 18:49:49,-13.615555555555556
1541,2018-02-06 08:26:45,-6.447222222222222
1471,2018-02-06 14:53:35,-5.385833333333333
1405,2018-02-06 20:16:44,-9.650555555555556
1296,2018-02-07 05:55:46,-3.658611111111111
1254,2018-02-07 09:35:17,-3.116388888888889
1229,2018-02-07 12:42:16,-3.61
1191,2018-02-07 16:18:52,-2.046666666666667
1177,2018-02-07 18:21:40,-11.168888888888889
1052,2018-02-08 05:31:48,-4.039722222222222
996,2018-02-08 09:34:11,-5.772222222222222
948,2018-02-08 15:20:31,-7.0675
867,2018-02-08 22:24:34,-11.953333333333333
738,2018-02-09 10:21:46,-4.7575
664,2018-02-09 15:07:13,-23.682777777777776
486,2018-02-10 14:48:11,-4.971388888888889
432,2018-02-10 19:46:28,-14.264166666666666
300,2018-02-11 10:02:19,-2.6844444444444444
261,2018-02-11 12:43:23,-5.520555555555555
207,2018-02-11 18:14:37,-2.3113888888888887
188,2018-02-11 20:33:18,-5.960277777777778
