1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
53,228,223,226,229,228,,224,226,231,239,238,,226,215,207,201,,,,191,188,185,181,180,181,,,168,156,159
