,SSE for Kmeans,SSE for DBSCAN,Entropy for Kmeans,Entropy for DBSCAN,Purity for Kmeans,Purity for DBSCAN
1,160964517.7506346,319250525.6328721,1.9927162575642885,1.9930206541783746,0.3695652173913043,0.3565217391304348
